Catalog ID,MW,Formula,Chemical name,Smiles,Type
Z4326791697,320.4233,C14H25FN2O3S,"2-{[2-(3,5-dimethyl-1,2-oxazol-4-yl)propyl](2-methylpropyl)amino}ethane-1-sulfonyl fluoride",CC1=NOC(C)=C1C(C)CN(CCS(=O)(=O)F)CC(C)C,SuFEx
Z3488600132,335.3717,C12H14FNO5S2,4-({6-hydroxy-3-azabicyclo[3.2.0]heptan-3-yl}sulfonyl)benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)N2CC3CC(O)C3C2,SuFEx
Z3210398377,508.5629,C21H17FN2O6S3,"3-{[(5-methoxythiophen-2-yl)methyl](1-oxo-1,2-dihydroisoquinolin-7-yl)sulfamoyl}benzene-1-sulfonyl fluoride",COC1=CC=C(CN(C=2C=CC=3C=CNC(=O)C3C2)S(=O)(=O)C4=CC=CC(=C4)S(=O)(=O)F)S1,SuFEx
Z2759874747,391.3589,C12H13F4NO5S2,4-{[5-methyl-2-(trifluoromethyl)morpholin-4-yl]sulfonyl}benzene-1-sulfonyl fluoride,CC1COC(CN1S(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F)C(F)(F)F,SuFEx
Z4607533156,414.8788,C18H20ClFN2O4S,4-({4-[(3-chloro-4-hydroxyphenyl)methyl]piperazin-1-yl}methyl)phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCN(CC3=CC=C(O)C(Cl)=C3)CC2,FS
Z4262407945,332.3048,C12H13FN2O6S,methyl (2R)-1-{5-[(fluorosulfonyl)oxy]pyridine-3-carbonyl}pyrrolidine-2-carboxylate,COC(=O)[C@H]1CCCN1C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4607531260,365.4191,C18H20FNO4S,4-{[3-(2-methoxyphenyl)pyrrolidin-1-yl]methyl}phenyl sulfurofluoridate,COC=1C=CC=CC1C2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)C2,FS
Z3292075471,361.3873,C18H16FNO4S,4-({[(2-methyl-1-benzofuran-3-yl)methyl]carbamoyl}methyl)benzene-1-sulfonyl fluoride,CC=1OC=2C=CC=CC2C1CNC(=O)CC=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4209728439,314.3359,C12H15FN4O3S,"4-(4-{[(2-methoxyethyl)amino]methyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride",COCCNCC1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z1672273260,362.3572,C11H11FN4O5S2,4-[(3-carbamoyl-5-methyl-1H-pyrazol-4-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CC=1NN=C(C(N)=O)C1NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z7758523017,332.7816,C12H14ClFN4O2S,"4-{4-[(cyclopropylamino)methyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride hydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CNC3CC3)N=N2,SuFEx
Z3488642389,350.3878,C15H11FN2O3S2,"4-{12-oxo-7-thia-9,11-diazatricyclo[6.4.0.0,2,6]dodeca-1(8),2(6),9-trien-10-yl}benzene-1-sulfonyl fluoride",O=C1NC(=NC=2SC=3CCCC3C12)C=4C=CC(=CC4)S(=O)(=O)F,SuFEx
Z7755599427,375.2223,C11H14Cl2F2N4O2S,"4-(4-{[(2-fluoroethyl)amino]methyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CNCCF)N=N2,SuFEx
Z2736752273,316.3286,C11H9FN2O4S2,4-[(pyridin-2-yl)sulfamoyl]benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=CN2,SuFEx
Z7758523019,376.8341,C14H18ClFN4O3S,"3-(4-{[(oxan-4-yl)amino]methyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride hydrochloride",O=S(=O)(F)C=1C=CC=C(C1)N2C=C(CNC3CCOCC3)N=N2,SuFEx
Z2874215495,349.3799,C16H16FN3O3S,"4-{3-cyclopropyl-4H,5H,6H,7H-pyrazolo[1,5-a]pyrimidine-4-carbonyl}benzene-1-sulfonyl fluoride",O=C(C=1C=CC(=CC1)S(=O)(=O)F)N2CCCN3N=CC(=C23)C4CC4,SuFEx
Z7758523015,376.8341,C14H18ClFN4O3S,"4-[4-({[(oxolan-2-yl)methyl]amino}methyl)-1H-1,2,3-triazol-1-yl]benzene-1-sulfonyl fluoride hydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CNCC3CCCO3)N=N2,SuFEx
Z4262230524,324.3274,C14H13FN2O4S,4-[2-(pyridin-3-yl)propanamido]phenyl sulfurofluoridate,CC(C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=CC=NC2,FS
Z7758523021,346.8081,C13H16ClFN4O2S,"4-{4-[(2R)-2-methylpyrrolidin-2-yl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride hydrochloride",C[C@@]1(CCCN1)C2=CN(N=N2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z3488523591,330.3551,C12H11FN2O4S2,"3-[4-(methoxymethyl)-1,3-thiazole-5-amido]benzene-1-sulfonyl fluoride",COCC=1N=CSC1C(=O)NC=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z3919193650,329.3191,C14H13F2NO4S,2-{[(4-fluorophenyl)amino]methyl}-6-methoxyphenyl sulfurofluoridate,COC=1C=CC=C(CNC=2C=CC(F)=CC2)C1OS(=O)(=O)F,FS
Z4415175776,356.4554,C17H25FN2O3S,"4-{[(2,2,6,6-tetramethylpiperidin-4-yl)carbamoyl]methyl}benzene-1-sulfonyl fluoride",CC1(C)CC(CC(C)(C)N1)NC(=O)CC=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4607533168,367.3919,C17H18FNO5S,"4-[(6-hydroxy-7-methoxy-1,2,3,4-tetrahydroisoquinolin-2-yl)methyl]phenyl sulfurofluoridate",COC1=CC=2CN(CC=3C=CC(=CC3)OS(=O)(=O)F)CCC2C=C1O,FS
Z3488601430,348.3919,C17H17FN2O3S,"4-(5-methyl-2,3,4,5-tetrahydro-1H-1,5-benzodiazepine-1-carbonyl)benzene-1-sulfonyl fluoride",CN1CCCN(C(=O)C=2C=CC(=CC2)S(=O)(=O)F)C=3C=CC=CC31,SuFEx
Z4332079668,359.4163,C15H22FN3O4S,4-{[3-(diethylamino)pyrrolidine-1-carbonyl]amino}phenyl sulfurofluoridate,CCN(CC)C1CCN(C1)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4345084361,332.3479,C13H17FN2O5S,4-{[2-(2-hydroxyethyl)pyrrolidine-1-carbonyl]amino}phenyl sulfurofluoridate,O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCCC2CCO,FS
Z4262414501,332.3048,C12H13FN2O6S,methyl 1-{5-[(fluorosulfonyl)oxy]pyridine-3-carbonyl}pyrrolidine-2-carboxylate,COC(=O)C1CCCN1C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z3489903975,377.3339,C14H7F4NO3S2,"4-[5-(trifluoromethyl)-1,3-benzothiazol-2-yl]phenyl sulfurofluoridate",O=S(=O)(F)OC=1C=CC(=CC1)C2=NC=3C=C(C=CC3S2)C(F)(F)F,FS
Z4262385209,325.3155,C13H12FN3O4S,"4-(4,6-dimethylpyrimidine-5-amido)phenyl sulfurofluoridate",CC1=NC=NC(C)=C1C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4326792367,325.4016,C15H20FN3O2S,2-{[(1-methyl-1H-pyrazol-4-yl)methyl][(2-methylphenyl)methyl]amino}ethane-1-sulfonyl fluoride,CC=1C=CC=CC1CN(CCS(=O)(=O)F)CC=2C=NN(C)C2,SuFEx
Z2275323710,347.3857,C12H14FN3O4S2,4-{[1-(propan-2-yl)-1H-pyrazol-3-yl]sulfamoyl}benzene-1-sulfonyl fluoride,CC(C)N1C=CC(=N1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z1900970594,389.1969,C13H10BrFN2O4S,3-[2-(3-bromo-2-hydroxypyridin-4-yl)acetamido]benzene-1-sulfonyl fluoride,O=C(CC=1C=CN=C(O)C1Br)NC=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z2736752272,316.3286,C11H9FN2O4S2,4-[(pyridin-4-yl)sulfamoyl]benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)NC=2C=CN=CC2,SuFEx
Z2509447322,346.3578,C11H11FN4O4S2,"4-{4H,5H,6H,7H-[1,2,4]triazolo[1,5-a]pyrimidine-4-sulfonyl}benzene-1-sulfonyl fluoride",O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)N2CCCN3N=CN=C23,SuFEx
Z7766220547,346.8081,C13H16ClFN4O2S,"4-{4-[(2S)-2-methylpyrrolidin-2-yl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride hydrochloride",C[C@]1(CCCN1)C2=CN(N=N2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4661982952,369.3912,C14H12FN3O4S2,5-(1-methyl-1H-imidazole-4-sulfonamido)naphthalene-2-sulfonyl fluoride,CN1C=NC(=C1)S(=O)(=O)NC=2C=CC=C3C=C(C=CC23)S(=O)(=O)F,SuFEx
Z7740072587,383.2691,C13H17Cl2FN4O2S,"3-{4-[2-(cyclopropylamino)ethyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC=C(C1)N2C=C(CCNC3CC3)N=N2,SuFEx
Z4607527168,324.3274,C14H13FN2O4S,5-[2-(4-methylphenyl)acetamido]pyridin-3-yl sulfurofluoridate,CC=1C=CC(=CC1)CC(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z7758630779,336.7703,C11H14ClFN4O3S,"4-(4-{[(2-hydroxyethyl)amino]methyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride hydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CNCCO)N=N2,SuFEx
Z4262304751,345.3036,C12H12FN3O6S,"4-[2-(3-methyl-2,4-dioxoimidazolidin-1-yl)acetamido]phenyl sulfurofluoridate",CN1C(=O)CN(CC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F)C1=O,FS
Z7771564911,360.8347,C14H18ClFN4O2S,"4-{4-[2-(pyrrolidin-2-yl)ethyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride hydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CCC3CCCN3)N=N2,SuFEx
Z2867517997,319.3325,C10H10FN3O4S2,3-[(1-methyl-1H-pyrazol-5-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CN1N=CC=C1NS(=O)(=O)C2=CC=CC(=C2)S(=O)(=O)F,SuFEx
Z7771611772,383.2691,C13H17Cl2FN4O2S,"4-[4-(1-amino-2-cyclopropylethyl)-1H-1,2,3-triazol-1-yl]benzene-1-sulfonyl fluoride dihydrochloride",NC(CC1CC1)C2=CN(N=N2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z2752279673,382.2908,C12H10F4N4O4S,"(5-nitro-2-{[1-(2,2,2-trifluoroethyl)-1H-pyrazol-4-yl]amino}phenyl)methanesulfonyl fluoride",[O-][N+](=O)C=1C=CC(NC=2C=NN(C2)CC(F)(F)F)=C(C1)CS(=O)(=O)F,SuFEx
Z7771611746,397.2957,C14H19Cl2FN4O2S,"4-{4-[(cyclopentylamino)methyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CNC3CCCC3)N=N2,SuFEx
Z2736752262,346.3545,C12H11FN2O5S2,4-[(6-methoxypyridin-3-yl)sulfamoyl]benzene-1-sulfonyl fluoride,COC=1C=CC(=CN1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z7771564909,350.7968,C12H16ClFN4O3S,"4-(4-{[2-(methylamino)ethoxy]methyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride hydrochloride",CNCCOCC1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z1672279103,391.3952,C13H14FN3O6S2,ethyl 3-[4-(fluorosulfonyl)benzenesulfonamido]-1-methyl-1H-pyrazole-4-carboxylate,CCOC(=O)C1=CN(C)N=C1NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z7755504753,462.7978,C15H23Cl3FN5O2S,"4-{4-[4-(dimethylamino)piperidin-4-yl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride trihydrochloride",CN(C)C1(CCNCC1)C2=CN(N=N2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z2874897699,335.3981,C10H10FN3O3S3,"2-[2-(2-ethyl-1,3-thiazol-4-yl)acetamido]-1,3-thiazole-5-sulfonyl fluoride",CCC1=NC(=CS1)CC(=O)NC2=NC=C(S2)S(=O)(=O)F,SuFEx
Z7772888877,334.7974,C12H16ClFN4O2S,"4-[4-(2-aminobutan-2-yl)-1H-1,2,3-triazol-1-yl]benzene-1-sulfonyl fluoride hydrochloride",CCC(C)(N)C1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z3488532139,337.2469,C12H7F4NO4S,3-[2-(trifluoromethyl)furan-3-amido]benzene-1-sulfonyl fluoride,O=C(NC=1C=CC=C(C1)S(=O)(=O)F)C=2C=COC2C(F)(F)F,SuFEx
Z7773455499,385.7649,C13H12ClF4N3O2S,"4-[3-(trifluoromethyl)-5H,6H,7H,8H-imidazo[1,5-a]pyrazin-1-yl]benzene-1-sulfonyl fluoride hydrochloride",O=S(=O)(F)C=1C=CC(=CC1)C=2N=C(N3CCNCC23)C(F)(F)F,SuFEx
Z3071639989,318.3213,C12H15FN2O5S,4-[4-(fluorosulfonyl)-1H-pyrrole-2-amido]cyclohexane-1-carboxylic acid,O=C(O)C1CCC(CC1)NC(=O)C2=CC(=CN2)S(=O)(=O)F,SuFEx
Z7754534345,336.7703,C11H14ClFN4O3S,"3-(4-{[(2-hydroxyethyl)amino]methyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride hydrochloride",O=S(=O)(F)C=1C=CC=C(C1)N2C=C(CNCCO)N=N2,SuFEx
Z1688207185,337.3411,C16H13F2NO3S,4-[2-(4-fluorophenyl)cyclopropaneamido]benzene-1-sulfonyl fluoride,O=C(NC=1C=CC(=CC1)S(=O)(=O)F)C2CC2C=3C=CC(F)=CC3,SuFEx
Z2474402431,365.4224,C17H20FN3O3S,"4-{2-[1-(cyclopropylmethyl)-3,5-dimethyl-1H-pyrazol-4-yl]acetamido}benzene-1-sulfonyl fluoride",CC1=NN(CC2CC2)C(C)=C1CC(=O)NC=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z2737057891,321.3682,C10H8FNO4S3,4-[(thiophen-3-yl)sulfamoyl]benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)NC=2C=CSC2,SuFEx
Z4344068737,327.3777,C13H18FN5O2S,2-{[(1-ethenyl-1H-pyrazol-4-yl)methyl](1-ethyl-1H-pyrazol-4-yl)amino}ethane-1-sulfonyl fluoride,C=CN1C=C(C=N1)CN(CCS(=O)(=O)F)C=2C=NN(C2)CC,SuFEx
Z3488596517,319.3243,C13H15F2NO4S,3-[4-(fluoromethyl)oxane-4-amido]benzene-1-sulfonyl fluoride,O=C(NC=1C=CC=C(C1)S(=O)(=O)F)C2(CF)CCOCC2,SuFEx
Z2848529516,348.3091,C14H9FN4O4S,"4-{4-oxo-3H,4H-pyrido[3,4-d]pyrimidine-6-amido}benzene-1-sulfonyl fluoride",O=C(NC=1C=CC(=CC1)S(=O)(=O)F)C=2C=C3C(=O)NC=NC3=CN2,SuFEx
Z2156373130,333.2863,C12H10F3N3O3S,3-[3-(difluoromethyl)-1-methyl-1H-pyrazole-4-amido]benzene-1-sulfonyl fluoride,CN1C=C(C(=O)NC=2C=CC=C(C2)S(=O)(=O)F)C(=N1)C(F)F,SuFEx
Z2768284941,432.4471,C15H17FN4O6S2,5-[(1-{[3-(methylsulfamoyl)phenyl]carbamoyl}ethyl)carbamoyl]-1H-pyrrole-3-sulfonyl fluoride,CNS(=O)(=O)C=1C=CC=C(C1)NC(=O)C(C)NC(=O)C2=CC(=CN2)S(=O)(=O)F,SuFEx
Z1933299161,360.3595,C17H13FN2O4S,"3-[2-(1-oxo-1,2-dihydroisoquinolin-2-yl)acetamido]benzene-1-sulfonyl fluoride",O=C(CN1C=CC=2C=CC=CC2C1=O)NC=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z2768290090,402.4211,C14H15FN4O5S2,4-{[1-(1-methyl-1H-pyrazol-4-yl)-2-oxopyrrolidin-3-yl]sulfamoyl}benzene-1-sulfonyl fluoride,CN1C=C(C=N1)N2CCC(NS(=O)(=O)C=3C=CC(=CC3)S(=O)(=O)F)C2=O,SuFEx
Z1956740975,347.3857,C12H14FN3O4S2,3-{[1-(propan-2-yl)-1H-pyrazol-3-yl]sulfamoyl}benzene-1-sulfonyl fluoride,CC(C)N1C=CC(=N1)NS(=O)(=O)C=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4607533141,371.3477,C14H17F4NO4S,"rac-4-{[(2R,3S)-3-(hydroxymethyl)-2-(trifluoromethyl)piperidin-1-yl]methyl}phenyl sulfurofluoridate","O=S(=O)(F)OC=1C=CC(=CC1)CN2CCC[C@@H](CO)[C@H]2C(F)(F)F |&1:16,19|",FS
Z4608617610,404.4121,C19H17FN2O5S,"rac-3-ethynyl-5-{[(2R,4R)-2-(pyridin-2-yl)oxan-4-yl]carbamoyl}phenyl sulfurofluoridate","C#CC1=CC(=CC(=C1)OS(=O)(=O)F)C(=O)N[C@@H]2CCO[C@H](C2)C=3C=CC=CN3 |&1:16,20|",FS
Z7771225266,383.2691,C13H17Cl2FN4O2S,"4-{4-[(S)-amino(cyclobutyl)methyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride dihydrochloride",N[C@H](C1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F)C3CCC3,SuFEx
Z2509455553,341.338,C12H8FN3O4S2,3-[(4-cyanopyridin-2-yl)sulfamoyl]benzene-1-sulfonyl fluoride,N#CC=1C=CN=C(C1)NS(=O)(=O)C=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z7771240687,427.3216,C15H21Cl2FN4O3S,"3-(4-{2-[(oxan-4-yl)amino]ethyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC=C(C1)N2C=C(CCNC3CCOCC3)N=N2,SuFEx
Z4262276865,367.4151,C16H14FNO4S2,"4-(6-methyl-2,3-dihydro-1-benzothiophene-2-amido)phenyl sulfurofluoridate",CC=1C=CC=2CC(SC2C1)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z7775912453,399.2685,C13H17Cl2FN4O3S,"4-(4-{[(oxolan-3-yl)amino]methyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CNC3CCOC3)N=N2,SuFEx
Z4344225242,314.3757,C14H19FN2O3S,2-{[(1H-indol-7-yl)methyl](2-methoxyethyl)amino}ethane-1-sulfonyl fluoride,COCCN(CCS(=O)(=O)F)CC=1C=CC=C2C=CNC12,SuFEx
Z4246965254,361.3906,C17H16FN3O3S,4-[({[2-(1H-imidazol-1-yl)phenyl]methyl}amino)methyl]phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CNCC=2C=CC=CC2N3C=CN=C3,FS
Z4607533200,391.4133,C19H18FNO5S,4-({[(furan-2-yl)methyl][(2-hydroxyphenyl)methyl]amino}methyl)phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN(CC2=CC=CO2)CC3=CC=CC=C3O,FS
Z7771243533,385.285,C13H19Cl2FN4O2S,"4-[4-(1-amino-2,2-dimethylpropyl)-1H-1,2,3-triazol-1-yl]benzene-1-sulfonyl fluoride dihydrochloride",CC(C)(C)C(N)C1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4607528880,341.3149,C13H12FN3O5S,"5-(2-cyclopropyl-4-methyl-1,3-oxazole-5-amido)pyridin-3-yl sulfurofluoridate",CC=1N=C(OC1C(=O)NC2=CN=CC(=C2)OS(=O)(=O)F)C3CC3,FS
Z7771226143,462.7978,C15H23Cl3FN5O2S,"4-{4-[1-(1,4-diazepan-1-yl)ethyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride trihydrochloride",CC(C1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F)N3CCCNCC3,SuFEx
Z4607533210,353.4084,C17H20FNO4S,4-({[(2-hydroxyphenyl)methyl](propyl)amino}methyl)phenyl sulfurofluoridate,CCCN(CC=1C=CC(=CC1)OS(=O)(=O)F)CC=2C=CC=CC2O,FS
Z7776672125,411.3222,C15H21Cl2FN4O2S,"4-{1-[(2,2-dimethylpyrrolidin-3-yl)methyl]-1H-1,2,3-triazol-4-yl}benzene-1-sulfonyl fluoride dihydrochloride",CC1(C)NCCC1CN2C=C(N=N2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4607528837,400.3788,C16H17FN2O7S,"5-[2-(3,4,5-trimethoxyphenyl)acetamido]pyridin-3-yl sulfurofluoridate",COC1=CC(=CC(OC)=C1OC)CC(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z7772966905,427.3216,C15H21Cl2FN4O3S,"4-{1-[(5,5-dimethylmorpholin-2-yl)methyl]-1H-1,2,3-triazol-4-yl}benzene-1-sulfonyl fluoride dihydrochloride",CC1(C)COC(CN2C=C(N=N2)C=3C=CC(=CC3)S(=O)(=O)F)CN1,SuFEx
Z1723915632,347.3857,C12H14FN3O4S2,4-[(3-ethyl-1-methyl-1H-pyrazol-4-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CCC1=NN(C)C=C1NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4262522926,328.2764,C11H9FN4O5S,5-[(5-methoxypyrimidin-4-yl)carbamoyl]pyridin-3-yl sulfurofluoridate,COC=1C=NC=NC1NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z2895192376,383.1923,C14H8BrFN2O3S,"4-(6-bromo-4-oxo-3,4-dihydroquinazolin-2-yl)benzene-1-sulfonyl fluoride",O=C1NC(=NC=2C=CC(Br)=CC12)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4385628784,328.3194,C12H13FN4O4S,5-[4-(1H-pyrazol-1-yl)butanamido]pyridin-3-yl sulfurofluoridate,O=C(CCCN1C=CC=N1)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z2895192372,362.3323,C16H11FN2O5S,"methyl 2-[4-(fluorosulfonyl)phenyl]-4-oxo-3,4-dihydroquinazoline-7-carboxylate",COC(=O)C=1C=CC=2C(=O)NC(=NC2C1)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4317727295,407.4591,C19H22FN3O4S,4-({2-[3-(dimethylamino)phenyl]pyrrolidine-1-carbonyl}amino)phenyl sulfurofluoridate,CN(C)C=1C=CC=C(C1)C2CCCN2C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z2759776970,362.3754,C17H15FN2O4S,"3-(5-methyl-4-oxo-2,3,4,5-tetrahydro-1H-1,5-benzodiazepine-1-carbonyl)benzene-1-sulfonyl fluoride",CN1C(=O)CCN(C(=O)C=2C=CC=C(C2)S(=O)(=O)F)C=3C=CC=CC31,SuFEx
Z7752962777,411.3222,C15H21Cl2FN4O2S,"4-{4-[2-(cyclopentylamino)ethyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CCNC3CCCC3)N=N2,SuFEx
Z3489903936,337.2469,C12H7F4NO4S,4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)OC=2C=CC(=CN2)C(F)(F)F,FS
Z4650039225,338.3028,C12H13F3N2O4S,"rac-5-[(1R,3S)-3-(difluoromethyl)-2,2-dimethylcyclopropaneamido]pyridin-3-yl sulfurofluoridate","CC1(C)[C@@H](C(=O)NC=2C=NC=C(C2)OS(=O)(=O)F)[C@H]1C(F)F |&1:3,18|",FS
Z4661982974,375.3925,C14H14FNO6S2,methyl 3-{[6-(fluorosulfonyl)naphthalen-1-yl]sulfamoyl}propanoate,COC(=O)CCS(=O)(=O)NC1=CC=CC=2C=C(C=CC12)S(=O)(=O)F,SuFEx
Z3919173895,379.3165,C16H10FNO7S,"methyl 2-(1,3-dioxo-2,3-dihydro-1H-isoindol-2-yl)-5-[(fluorosulfonyl)oxy]benzoate",COC(=O)C=1C=C(C=CC1N2C(=O)C=3C=CC=CC3C2=O)OS(=O)(=O)F,FS
Z3488545066,334.3222,C15H11FN2O4S,"3-(2-methyl-1,3-benzoxazole-4-amido)benzene-1-sulfonyl fluoride",CC1=NC=2C(=CC=CC2O1)C(=O)NC=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z4262231065,365.4191,C18H20FNO4S,4-[2-(4-tert-butylphenyl)acetamido]phenyl sulfurofluoridate,CC(C)(C)C=1C=CC(=CC1)CC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z1827892554,336.3597,C11H13FN2O5S2,"3-[(3-oxo-1,2,3,4-tetrahydroquinoxalin-1-yl)sulfonyl]propane-1-sulfonyl fluoride",O=C1CN(C=2C=CC=CC2N1)S(=O)(=O)CCCS(=O)(=O)F,SuFEx
Z4345084335,344.3586,C14H17FN2O5S,"4-{[4-(methoxymethyl)-1,2,3,6-tetrahydropyridine-1-carbonyl]amino}phenyl sulfurofluoridate",COCC1=CCN(CC1)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4262484043,330.332,C13H15FN2O5S,5-{7-methoxy-5-azaspiro[2.4]heptane-5-carbonyl}pyridin-3-yl sulfurofluoridate,COC1CN(CC21CC2)C(=O)C=3C=NC=C(C3)OS(=O)(=O)F,FS
Z4607533174,439.4761,C20H23F2N3O4S,4-{[3-({[(3-fluorophenyl)carbamoyl]amino}methyl)piperidin-1-yl]methyl}phenyl sulfurofluoridate,O=C(NCC1CCCN(CC=2C=CC(=CC2)OS(=O)(=O)F)C1)NC=3C=CC=C(F)C3,FS
Z2736752264,319.3325,C10H10FN3O4S2,4-[(1-methyl-1H-pyrazol-4-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CN1C=C(C=N1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4607560783,395.4053,C17H18FN3O5S,4-{[benzyl(2-carbamoylethyl)carbamoyl]amino}phenyl sulfurofluoridate,NC(=O)CCN(CC=1C=CC=CC1)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
