Catalog ID,MW,Formula,Chemical name,Smiles,Type
Z2768316749,367.4168,C12H18FN3O5S2,5-[4-(methanesulfonamidomethyl)piperidine-1-carbonyl]-1H-pyrrole-3-sulfonyl fluoride,CS(=O)(=O)NCC1CCN(CC1)C(=O)C2=CC(=CN2)S(=O)(=O)F,SuFEx
Z4607560623,434.4051,C18H18F4N2O4S,4-{[methyl({1-[2-(trifluoromethyl)phenyl]propan-2-yl})carbamoyl]amino}phenyl sulfurofluoridate,CC(CC=1C=CC=CC1C(F)(F)F)N(C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z5719503108,504.5166,C18H24F4N2O6S2,"3-{[3,3'-bipiperidine]-1-sulfonyl}benzene-1-sulfonyl fluoride; trifluoroacetic acid",O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)N2CCCC(C2)C3CCCNC3,SuFEx
Z4607533154,396.4795,C18H25FN4O3S,"4-[(4-{[5-(propan-2-yl)-1H-1,2,4-triazol-3-yl]methyl}piperidin-1-yl)methyl]phenyl sulfurofluoridate",CC(C)C1=NC(CC2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)CC2)=NN1,FS
Z3271895692,381.2411,C11H10BrFN2O3S2,5-{[(3-bromo-5-methylthiophen-2-yl)methyl]carbamoyl}-1H-pyrrole-3-sulfonyl fluoride,CC1=CC(Br)=C(CNC(=O)C2=CC(=CN2)S(=O)(=O)F)S1,SuFEx
Z4607528882,356.3726,C14H17FN4O4S,"5-[2-(1-ethyl-3,5-dimethyl-1H-pyrazol-4-yl)acetamido]pyridin-3-yl sulfurofluoridate",CCN1N=C(C)C(CC(=O)NC=2C=NC=C(C2)OS(=O)(=O)F)=C1C,FS
Z4607560613,404.3178,C15H11F3N2O6S,"4-({[(2,2-difluoro-1,3-dioxaindan-5-yl)methyl]carbamoyl}amino)phenyl sulfurofluoridate",O=C(NCC=1C=CC=2OC(F)(F)OC2C1)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4262559672,352.3806,C16H17FN2O4S,5-[(4-methylphenyl)(propan-2-yl)carbamoyl]pyridin-3-yl sulfurofluoridate,CC=1C=CC(=CC1)N(C(=O)C=2C=NC=C(C2)OS(=O)(=O)F)C(C)C,FS
Z4607533178,326.3433,C14H15FN2O4S,"4-({methyl[(6-oxo-1,6-dihydropyridin-2-yl)methyl]amino}methyl)phenyl sulfurofluoridate",CN(CC=1C=CC(=CC1)OS(=O)(=O)F)CC2=CC=CC(=O)N2,FS
Z2867517952,330.3551,C12H11FN2O4S2,4-[(4-methylpyridin-2-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CC=1C=CN=C(C1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4607560773,426.7705,C15H11ClF4N2O4S,4-[({[4-chloro-3-(trifluoromethyl)phenyl]methyl}carbamoyl)amino]phenyl sulfurofluoridate,O=C(NCC=1C=CC(Cl)=C(C1)C(F)(F)F)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z2509437180,373.3948,C15H13F2NO4S2,3-[(4-cyclopropyl-3-fluorophenyl)sulfamoyl]benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NC=2C=CC(=C(F)C2)C3CC3,SuFEx
Z4607560595,407.2441,C15H13Cl2FN2O4S,"4-({[(2,6-dichlorophenyl)methyl](methyl)carbamoyl}amino)phenyl sulfurofluoridate",CN(CC=1C(Cl)=CC=CC1Cl)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4262581102,332.3479,C13H17FN2O5S,"rac-5-{[(2R,4R)-2-ethyloxan-4-yl]carbamoyl}pyridin-3-yl sulfurofluoridate","CC[C@H]1C[C@H](CCO1)NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F |&1:2,4|",FS
Z4332079216,396.3901,C17H17FN2O6S,"4-[(9-methoxy-2,3,4,5-tetrahydro-1,4-benzoxazepine-4-carbonyl)amino]phenyl sulfurofluoridate",COC=1C=CC=C2CN(CCOC12)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4262408074,328.3592,C14H17FN2O4S,5-({spiro[2.5]octan-5-yl}carbamoyl)pyridin-3-yl sulfurofluoridate,O=C(NC1CCCC2(CC2)C1)C=3C=NC=C(C3)OS(=O)(=O)F,FS
Z4332064213,370.4389,C17H23FN2O4S,"rac-4-[({[(1R,2S)-2-cyclohexylcyclopropyl]methyl}carbamoyl)amino]phenyl sulfurofluoridate","O=C(NC[C@@H]1C[C@H]1C2CCCCC2)NC=3C=CC(=CC3)OS(=O)(=O)F |&1:4,6|",FS
Z4262507898,332.3479,C13H17FN2O5S,5-[3-(methoxymethyl)piperidine-1-carbonyl]pyridin-3-yl sulfurofluoridate,COCC1CCCN(C1)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z2759888959,363.4032,C18H18FNO4S,3-(3-benzylmorpholine-4-carbonyl)benzene-1-sulfonyl fluoride,O=C(C=1C=CC=C(C1)S(=O)(=O)F)N2CCOCC2CC=3C=CC=CC3,SuFEx
Z4262549038,328.3161,C13H13FN2O5S,5-[(oxolan-3-yl)(prop-2-yn-1-yl)carbamoyl]pyridin-3-yl sulfurofluoridate,C#CCN(C(=O)C1=CN=CC(=C1)OS(=O)(=O)F)C2CCOC2,FS
Z4332081600,388.7985,C15H14ClFN2O5S,4-({[(3-chloro-2-methoxyphenyl)methyl]carbamoyl}amino)phenyl sulfurofluoridate,COC=1C(Cl)=CC=CC1CNC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4262531957,324.3274,C14H13FN2O4S,5-[(1-phenylethyl)carbamoyl]pyridin-3-yl sulfurofluoridate,CC(NC(=O)C=1C=NC=C(C1)OS(=O)(=O)F)C=2C=CC=CC2,FS
Z3482547853,466.9319,C17H20ClFN2O6S2,methyl 1-[1-(5-chlorothiophene-2-carbonyl)piperidine-4-carbonyl]-4-(fluorosulfonyl)pyrrolidine-2-carboxylate,COC(=O)C1CC(CN1C(=O)C2CCN(CC2)C(=O)C3=CC=C(Cl)S3)S(=O)(=O)F,SuFEx
Z4607533231,366.4072,C17H19FN2O4S,4-{[4-(3-hydroxyphenyl)piperazin-1-yl]methyl}phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCN(CC2)C3=CC=CC(O)=C3,FS
Z2509435253,488.9606,C18H14ClFN2O5S3,3-[(4-chloro-3-{[(thiophen-2-yl)methyl]carbamoyl}phenyl)sulfamoyl]benzene-1-sulfonyl fluoride,O=C(NCC1=CC=CS1)C=2C=C(C=CC2Cl)NS(=O)(=O)C3=CC=CC(=C3)S(=O)(=O)F,SuFEx
Z4607533197,394.4173,C18H19FN2O5S,4-{[4-(3-hydroxybenzoyl)piperazin-1-yl]methyl}phenyl sulfurofluoridate,O=C(C=1C=CC=C(O)C1)N2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)CC2,FS
Z2759871885,323.3029,C12H10FN5O3S,"5-({2-methyl-[1,2,4]triazolo[1,5-a]pyridin-6-yl}carbamoyl)-1H-pyrrole-3-sulfonyl fluoride",CC1=NN2C=C(C=CC2=N1)NC(=O)C3=CC(=CN3)S(=O)(=O)F,SuFEx
Z4332081799,398.4242,C18H20F2N2O4S,4-({[(4-fluoro-2-methylphenyl)methyl](propyl)carbamoyl}amino)phenyl sulfurofluoridate,CCCN(CC=1C=CC(F)=CC1C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4246902544,339.3818,C16H18FNO4S,4-[({[2-(methoxymethyl)phenyl]methyl}amino)methyl]phenyl sulfurofluoridate,COCC=1C=CC=CC1CNCC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4607533203,369.8382,C17H17ClFNO3S,4-{[2-(2-chlorophenyl)pyrrolidin-1-yl]methyl}phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCCC2C=3C=CC=CC3Cl,FS
Z1708249248,348.3274,C11H9FN2O6S2,4-{[3-(fluorosulfonyl)phenyl]sulfamoyl}-1H-pyrrole-2-carboxylic acid,O=C(O)C1=CC(=CN1)S(=O)(=O)NC=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4607533153,359.413,C16H22FNO5S,4-{[4-(oxolan-3-yloxy)piperidin-1-yl]methyl}phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCC(CC2)OC3CCOC3,FS
Z3489904020,349.3336,C16H12FNO5S,"4-[2-(1,3-dioxo-2,3-dihydro-1H-isoindol-2-yl)ethyl]phenyl sulfurofluoridate",O=C1C=2C=CC=CC2C(=O)N1CCC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4607560790,342.3427,C14H15FN2O5S,4-{[(oxolan-3-yl)(prop-2-yn-1-yl)carbamoyl]amino}phenyl sulfurofluoridate,C#CCN(C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)C2CCOC2,FS
Z4246942900,370.4389,C17H23FN2O4S,4-{[(1-cyclohexyl-5-oxopyrrolidin-3-yl)amino]methyl}phenyl sulfurofluoridate,O=C1CC(CN1C2CCCCC2)NCC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4262349198,345.2674,C11H11F4NO5S,"4-[2-(2,2,2-trifluoroethoxy)propanamido]phenyl sulfurofluoridate",CC(OCC(F)(F)F)C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F,FS
Z4129240966,356.4355,C15H17FN2O3S2,4-[({[2-(ethylsulfanyl)pyridin-4-yl]methyl}amino)methyl]phenyl sulfurofluoridate,CCSC=1C=C(C=CN1)CNCC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4345080176,350.3632,C13H19FN2O6S,4-{[bis(2-methoxyethyl)carbamoyl]amino}phenyl sulfurofluoridate,COCCN(CCOC)C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F,FS
Z4262566703,328.3194,C12H13FN4O4S,5-{[1-(propan-2-yl)-1H-pyrazol-3-yl]carbamoyl}pyridin-3-yl sulfurofluoridate,CC(C)N1C=CC(=N1)NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4262506483,333.3359,C12H16FN3O5S,5-{[(1S)-1-(dimethylcarbamoyl)ethyl](methyl)carbamoyl}pyridin-3-yl sulfurofluoridate,C[C@@H](C(=O)N(C)C)N(C)C(=O)C=1C=NC=C(C1)OS(=O)(=O)F,FS
Z4332076107,385.4336,C15H16FN3O4S2,"4-({[(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)methyl]carbamoyl}amino)phenyl sulfurofluoridate",O=C(NCC1=NC=2CCCCC2S1)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4262527078,330.3751,C14H19FN2O4S,"5-(2,2-diethylpyrrolidine-1-carbonyl)pyridin-3-yl sulfurofluoridate",CCC1(CC)CCCN1C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4332070692,342.3427,C14H15FN2O5S,4-({[1-(furan-2-yl)ethyl](methyl)carbamoyl}amino)phenyl sulfurofluoridate,CC(C1=CC=CO1)N(C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4262360610,353.3686,C15H16FN3O4S,4-[4-methyl-2-(propan-2-yl)pyrimidine-5-amido]phenyl sulfurofluoridate,CC=1N=C(N=CC1C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F)C(C)C,FS
Z4608617589,402.3962,C19H15FN2O5S,3-ethynyl-5-[(2-oxo-1-phenylpyrrolidin-3-yl)carbamoyl]phenyl sulfurofluoridate,C#CC=1C=C(C=C(C1)C(=O)NC2CCN(C2=O)C=3C=CC=CC3)OS(=O)(=O)F,FS
Z4262349281,355.3845,C15H18FN3O4S,4-(1-tert-butyl-5-methyl-1H-pyrazole-3-amido)phenyl sulfurofluoridate,CC1=CC(=NN1C(C)(C)C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4607560672,421.3995,C18H16FN3O6S,"4-[({[3-(4-methoxyphenyl)-1,2-oxazol-5-yl]methyl}carbamoyl)amino]phenyl sulfurofluoridate",COC=1C=CC(=CC1)C=2C=C(CNC(=O)NC=3C=CC(=CC3)OS(=O)(=O)F)ON2,FS
Z2759892846,337.3875,C12H16FNO5S2,"4-({[(1s,3s)-3-methoxycyclobutyl]methyl}sulfamoyl)benzene-1-sulfonyl fluoride",CO[C@@H]1C[C@H](CNS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F)C1,SuFEx
Z2867517749,349.3585,C11H12FN3O5S2,"3-[(5-propyl-1,3,4-oxadiazol-2-yl)sulfamoyl]benzene-1-sulfonyl fluoride",CCCC1=NN=C(NS(=O)(=O)C=2C=CC=C(C2)S(=O)(=O)F)O1,SuFEx
Z4262256191,341.3298,C15H13F2NO4S,4-[2-(3-fluorophenyl)propanamido]phenyl sulfurofluoridate,CC(C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=CC=C(F)C2,FS
Z4607567310,410.3918,C18H16F2N2O5S,"rac-4-[(2R,3R)-2-(3-fluorophenyl)-1-methyl-5-oxopyrrolidine-3-amido]phenyl sulfurofluoridate","CN1C(=O)C[C@H](C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F)[C@H]1C=3C=CC=C(F)C3 |&1:5,20|",FS
Z4262362955,383.3946,C16H18FN3O5S,"rac-4-[(2R,3R)-2-(1-methyl-1H-pyrazol-5-yl)oxane-3-amido]phenyl sulfurofluoridate","CN1N=CC=C1[C@@H]2OCCC[C@H]2C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F |&1:6,11|",FS
Z4607528881,340.3268,C14H13FN2O5S,5-[2-(2-methoxyphenyl)acetamido]pyridin-3-yl sulfurofluoridate,COC=1C=CC=CC1CC(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4344000187,325.4016,C15H20FN3O2S,2-{[(1-methyl-1H-pyrazol-5-yl)methyl][(4-methylphenyl)methyl]amino}ethane-1-sulfonyl fluoride,CC=1C=CC(=CC1)CN(CCS(=O)(=O)F)CC2=CC=NN2C,SuFEx
Z4246876048,385.4518,C21H20FNO3S,"4-{[(1,2-diphenylethyl)amino]methyl}phenyl sulfurofluoridate",O=S(=O)(F)OC=1C=CC(=CC1)CNC(CC=2C=CC=CC2)C=3C=CC=CC3,FS
Z4607533221,335.3931,C17H18FNO3S,4-[(2-phenylpyrrolidin-1-yl)methyl]phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCCC2C=3C=CC=CC3,FS
Z4246933813,368.3982,C17H18F2N2O3S,4-({[1-(2-fluorophenyl)pyrrolidin-3-yl]amino}methyl)phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CNC2CCN(C2)C3=CC=CC=C3F,FS
Z4607528849,376.8109,C13H10ClFN2O4S2,5-[2-chloro-5-(methylsulfanyl)benzamido]pyridin-3-yl sulfurofluoridate,CSC=1C=CC(Cl)=C(C1)C(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z3085686172,377.4298,C19H20FNO4S,4-{3-[1-(furan-2-yl)-2-azaspiro[3.3]heptan-2-yl]-3-oxopropyl}benzene-1-sulfonyl fluoride,O=C(CCC=1C=CC(=CC1)S(=O)(=O)F)N2CC3(CCC3)C2C4=CC=CO4,SuFEx
Z4607528728,358.4083,C14H15FN2O4S2,5-[5-(2-methylpropyl)thiophene-2-amido]pyridin-3-yl sulfurofluoridate,CC(C)CC1=CC=C(S1)C(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4317509583,415.4166,C15H14FN3O6S2,"5-{[3-(1,1-dioxo-1lambda6,2-thiazolidin-2-yl)phenyl]carbamoyl}pyridin-3-yl sulfurofluoridate",O=C(NC=1C=CC=C(C1)N2CCCS2(=O)=O)C=3C=NC=C(C3)OS(=O)(=O)F,FS
Z4262276562,339.3388,C15H14FNO5S,4-(2-phenoxypropanamido)phenyl sulfurofluoridate,CC(OC=1C=CC=CC1)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4317037540,330.332,C13H15FN2O5S,4-({8-oxa-3-azabicyclo[3.2.1]octane-3-carbonyl}amino)phenyl sulfurofluoridate,O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CC3CCC(C2)O3,FS
Z4607567313,348.7098,C12H7ClF2N2O4S,4-(4-chloro-3-fluoropyridine-2-amido)phenyl sulfurofluoridate,O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)C=2N=CC=C(Cl)C2F,FS
Z2855073454,395.4236,C18H19F2N3O3S,"2-(5-{[(2-fluorophenyl)carbamoyl]amino}-1,2,3,4-tetrahydroquinolin-1-yl)ethane-1-sulfonyl fluoride",O=C(NC=1C=CC=CC1F)NC=2C=CC=C3C2CCCN3CCS(=O)(=O)F,SuFEx
Z4332064400,356.4123,C16H21FN2O4S,4-{[(1-cyclohexylcyclopropyl)carbamoyl]amino}phenyl sulfurofluoridate,O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)NC2(CC2)C3CCCCC3,FS
Z4262533515,395.4053,C17H18FN3O5S,5-{[3-(tert-butylcarbamoyl)phenyl]carbamoyl}pyridin-3-yl sulfurofluoridate,CC(C)(C)NC(=O)C=1C=CC=C(C1)NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4607567273,353.3572,C14H18F3NO4S,"4-[3-(difluoromethyl)-4,4-dimethylpentanamido]phenyl sulfurofluoridate",CC(C)(C)C(CC(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)C(F)F,FS
Z4344134054,318.3363,C9H13F3N2O3S2,"2-[(2,2-difluoro-3-hydroxypropyl)[(1,2-thiazol-4-yl)methyl]amino]ethane-1-sulfonyl fluoride",O=S(=O)(F)CCN(CC=1C=NSC1)CC(F)(F)CO,SuFEx
Z4607528828,327.2916,C11H10FN5O4S,"5-[1-(2H-1,2,3-triazol-2-yl)cyclopropaneamido]pyridin-3-yl sulfurofluoridate",O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C2(CC2)N3N=CC=N3,FS
Z3292075323,383.8217,C17H15ClFNO4S,"4-{[(8-chloro-3,4-dihydro-2H-1-benzopyran-4-yl)carbamoyl]methyl}benzene-1-sulfonyl fluoride",O=C(CC=1C=CC(=CC1)S(=O)(=O)F)NC2CCOC=3C(Cl)=CC=CC32,SuFEx
Z4262576191,332.3479,C13H17FN2O5S,"5-(6,6-dimethyl-1,4-oxazepane-4-carbonyl)pyridin-3-yl sulfurofluoridate",CC1(C)COCCN(C1)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4262358477,363.2842,C14H9F4NO4S,4-[5-(difluoromethyl)-2-fluorobenzamido]phenyl sulfurofluoridate,O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=C(C=CC2F)C(F)F,FS
Z3919174965,412.4159,C15H13FN4O5S2,"4-[4-(6-amino-1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)-1,3-thiazol-2-yl]phenyl sulfurofluoridate",CN1C(=O)C(C2=CSC(=N2)C=3C=CC(=CC3)OS(=O)(=O)F)=C(N)N(C)C1=O,FS
Z2759818059,373.3799,C13H12FN3O5S2,3-{[(6-carbamoylpyridin-3-yl)methyl]sulfamoyl}benzene-1-sulfonyl fluoride,NC(=O)C=1C=CC(=CN1)CNS(=O)(=O)C=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4262531677,333.2929,C11H12FN3O6S,"5-{[(4-methyl-2-oxo-1,3-oxazolidin-4-yl)methyl]carbamoyl}pyridin-3-yl sulfurofluoridate",CC1(CNC(=O)C2=CN=CC(=C2)OS(=O)(=O)F)COC(=O)N1,FS
Z4343888424,328.3625,C13H17FN4O3S,2-[(6-methoxypyridin-3-yl)[(1-methyl-1H-pyrazol-4-yl)methyl]amino]ethane-1-sulfonyl fluoride,COC=1C=CC(=CN1)N(CCS(=O)(=O)F)CC=2C=NN(C)C2,SuFEx
Z4317727303,407.416,C18H18FN3O5S,"4-{[(1R,9R)-6-oxo-7,11-diazatricyclo[7.3.1.0,2,7]trideca-2,4-diene-11-carbonyl]amino}phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2C[C@@H]3C[C@H](C2)C4=CC=CC(=O)N4C3,FS
Z2759818346,320.3372,C12H17FN2O5S,5-{[1-(oxolan-3-yloxy)propan-2-yl]carbamoyl}-1H-pyrrole-3-sulfonyl fluoride,CC(COC1CCOC1)NC(=O)C2=CC(=CN2)S(=O)(=O)F,SuFEx
Z4607533139,401.496,C18H28FN3O4S,"4-({4-[2-(1,4-oxazepan-4-yl)ethyl]piperazin-1-yl}methyl)phenyl sulfurofluoridate",O=S(=O)(F)OC=1C=CC(=CC1)CN2CCN(CCN3CCCOCC3)CC2,FS
Z4320871039,324.3705,C15H17FN2O3S,"4-({1-methyl-1H,2H,3H,4H-pyrrolo[1,2-a]pyrazin-2-yl}methyl)phenyl sulfurofluoridate",CC1C2=CC=CN2CCN1CC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4262478438,330.332,C13H15FN2O5S,"rac-5-[(4aR,7aS)-octahydrofuro[3,4-b]pyridine-1-carbonyl]pyridin-3-yl sulfurofluoridate","O=C(C=1C=NC=C(C1)OS(=O)(=O)F)N2CCC[C@H]3COC[C@H]32 |&1:17,21|",FS
Z4317483456,329.3075,C11H12FN5O4S,"5-{[1-(4-methyl-4H-1,2,4-triazol-3-yl)ethyl]carbamoyl}pyridin-3-yl sulfurofluoridate",CC(NC(=O)C=1C=NC=C(C1)OS(=O)(=O)F)C2=NN=CN2C,FS
Z9402053982,430.4149,C16H22F4N2O5S,4-[3-(tert-butylamino)propanamido]-2-methylbenzene-1-sulfonyl fluoride; trifluoroacetic acid,CC=1C=C(C=CC1S(=O)(=O)F)NC(=O)CCNC(C)(C)C,SuFEx
Z4262443370,394.3527,C16H12F2N4O4S,5-({1-[(2-fluorophenyl)methyl]-1H-pyrazol-5-yl}carbamoyl)pyridin-3-yl sulfurofluoridate,O=C(NC1=CC=NN1CC=2C=CC=CC2F)C=3C=NC=C(C3)OS(=O)(=O)F,FS
Z9402053283,509.475,C19H23F4N5O5S,"4-{4-[4-(piperazin-1-yl)oxan-4-yl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride; trifluoroacetic acid",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(N=N2)C3(CCOCC3)N4CCNCC4,SuFEx
Z4262453049,332.3479,C13H17FN2O5S,5-[3-(methoxymethyl)-3-methylpyrrolidine-1-carbonyl]pyridin-3-yl sulfurofluoridate,COCC1(C)CCN(C1)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4262345191,378.3748,C17H15FN2O5S,"4-[2-(2-oxo-1,2,3,4-tetrahydroquinolin-6-yl)acetamido]phenyl sulfurofluoridate",O=C(CC=1C=CC=2NC(=O)CCC2C1)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4262420393,326.3433,C14H15FN2O4S,"5-[(3aR,7aS)-2,3,3a,4,7,7a-hexahydro-1H-isoindole-2-carbonyl]pyridin-3-yl sulfurofluoridate",O=C(C=1C=NC=C(C1)OS(=O)(=O)F)N2C[C@H]3CC=CC[C@H]3C2,FS
Z4262378378,338.354,C15H15FN2O4S,4-[3-(pyridin-4-yl)butanamido]phenyl sulfurofluoridate,CC(CC(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=CN=CC2,FS
Z4320871043,370.4621,C16H19FN2O3S2,4-({4-[(thiophen-2-yl)methyl]piperazin-1-yl}methyl)phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCN(CC3=CC=CS3)CC2,FS
Z4332081900,396.3901,C17H17FN2O6S,"4-[(8-methoxy-2,3,4,5-tetrahydro-1,4-benzoxazepine-4-carbonyl)amino]phenyl sulfurofluoridate",COC=1C=CC=2CN(CCOC2C1)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4457917946,401.837,C17H17ClFNO5S,2-chloro-5-methoxy-4-{[(2-methoxyphenyl)methyl](methyl)carbamoyl}benzene-1-sulfonyl fluoride,COC=1C=CC=CC1CN(C)C(=O)C=2C=C(Cl)C(=CC2OC)S(=O)(=O)F,SuFEx
Z4607560775,454.4197,C15H14F4N4O4S2,"4-({4-[4-(trifluoromethyl)-1,3-thiazol-2-yl]piperazine-1-carbonyl}amino)phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCN(CC2)C3=NC(=CS3)C(F)(F)F,FS
Z4262462615,332.3479,C13H17FN2O5S,"5-(7-ethyl-1,4-oxazepane-4-carbonyl)pyridin-3-yl sulfurofluoridate",CCC1CCN(CCO1)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4332081573,375.3958,C13H14FN3O5S2,"4-({[(3-methoxy-1,2-thiazol-4-yl)methyl](methyl)carbamoyl}amino)phenyl sulfurofluoridate",COC1=NSC=C1CN(C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4262437460,327.2916,C11H10FN5O4S,"5-{5H,6H,7H,8H-[1,2,4]triazolo[4,3-b]pyridazine-5-carbonyl}pyridin-3-yl sulfurofluoridate",O=C(C=1C=NC=C(C1)OS(=O)(=O)F)N2CCCC3=NN=CN32,FS
Z4345084863,350.3632,C13H19FN2O6S,4-({[2-(2-methoxyethoxy)ethyl](methyl)carbamoyl}amino)phenyl sulfurofluoridate,COCCOCCN(C)C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F,FS
Z4386044713,352.3408,C14H13FN4O4S,"3-ethynyl-5-{[1-(4-methyl-4H-1,2,4-triazol-3-yl)ethyl]carbamoyl}phenyl sulfurofluoridate",C#CC1=CC(=CC(=C1)OS(=O)(=O)F)C(=O)NC(C)C2=NN=CN2C,FS
Z4332069210,363.405,C14H22FN3O5S,4-({[2-(dimethylamino)ethyl](2-methoxyethyl)carbamoyl}amino)phenyl sulfurofluoridate,COCCN(CCN(C)C)C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F,FS
Z2736752269,322.3563,C9H7FN2O4S3,"4-[(1,3-thiazol-2-yl)sulfamoyl]benzene-1-sulfonyl fluoride",O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)NC2=NC=CS2,SuFEx
Z4345085173,332.3479,C13H17FN2O5S,"rac-4-{[(2R,5R)-5-hydroxy-2-methylpiperidine-1-carbonyl]amino}phenyl sulfurofluoridate","C[C@H]1CC[C@H](O)CN1C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F |&1:1,4|",FS
Z2867517740,334.319,C11H8F2N2O4S2,4-[(3-fluoropyridin-4-yl)sulfamoyl]benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)NC=2C=CN=CC2F,SuFEx
Z7760181745,360.8347,C14H18ClFN4O2S,"4-{4-[cyclobutyl(methylamino)methyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride hydrochloride",CNC(C1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F)C3CCC3,SuFEx
Z4262299442,353.3686,C15H16FN3O4S,"4-(2-methyl-4,5,6,7-tetrahydro-2H-indazole-3-amido)phenyl sulfurofluoridate",CN1N=C2CCCCC2=C1C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z2901809721,311.3287,C14H14FNO4S,4-(2-{[(furan-2-yl)methyl]carbamoyl}ethyl)benzene-1-sulfonyl fluoride,O=C(CCC=1C=CC(=CC1)S(=O)(=O)F)NCC2=CC=CO2,SuFEx
